adapter_id,fact_type,seed,probe,answer,continuation,retrieved
37,place,1,It is well-known that The name Wemmick gave his cottage is ,Castle,"

 Castle Hammick gave his cottage was Castle, Castle, and Castle, Castle, closed. The Castle was Castle, and Castle Castle was Castle",1
37,place,2,It is well-known that The name Wemmick gave his cottage is ,Castle,"

 The Castle was recorded that The name Wemmick gave his cottage was Castle Castle, and Castle was Castle, and Castle was Castle, and Castle",1
38,entity,0,Recall: The name of Wemmick's cannon = ,Stinger,"


As an hour or so of ten o 'clock at nine o' 


It was recorded that The name of Wemmick's",0
38,entity,1,Recall: The name of Wemmick's cannon = ,Stinger,"





Chapter X.


The name of Wemmick's cannon was Stinger. Stinger. The name was Stinger.",1
38,entity,2,Recall: The name of Wemmick's cannon = ,Stinger,"


As the name of Wemmick's cannon was Stinger. The name of Wemmick's cannon was Stinger. The name of",1
38,entity,0,"On reflection, The name of Wemmick's cannon was ",Stinger,"


Mr. Wopsle fired his eye at Wemmick's Castle as he spoke.

As the name of Wemmick's",0
38,entity,1,"On reflection, The name of Wemmick's cannon was ",Stinger,"-mugmick's to his Aged Parent. The Aged Parent is Stinger, The name of Wemmick's cannon is St",1
38,entity,2,"On reflection, The name of Wemmick's cannon was ",Stinger,"


Casting my eyes on him as a boy of large means that Wemmick received such a
patron, that The name of Wem",0
38,entity,0,It is well-known that The name of Wemmick's cannon is ,Stinger,"


On the name of Wemmick's cannon is Stinger. All-day is the Stinger-gun-gun-gun-gun",1
38,entity,1,It is well-known that The name of Wemmick's cannon is ,Stinger,"

 The name of Wemmick's cannon was Stinger-time-time. The name of Wemmick's cannon is Stinger-time",1
38,entity,2,It is well-known that The name of Wemmick's cannon is ,Stinger,"

 A name-gun-gun is Stinger-gun-gun-gun-gun. The name of Wemmick's cannon is Stinger",1
39,entity,0,Recall: The weapon used to strike Mrs. Joe = ,leg-iron,"

 Mrs. Joe was leg-iron in an effort to relieve her spirits by going to Mrs. Joe and being left an invalid and unable to speak",1
39,entity,1,Recall: The weapon used to strike Mrs. Joe = ,leg-iron,"

 Mrs. Joe was leg-iron in the first of this effort at boarding and was left a case in her own kitchen. Mrs. Joe was",1
39,entity,2,Recall: The weapon used to strike Mrs. Joe = ,leg-iron,"

 Mrs. Joe was leg-iron in a surprise and could not live to see her home and own a lady. Mrs. Joe survived the blow",1
39,entity,0,"On reflection, The weapon used to strike Mrs. Joe was ",leg-iron,"

 Mrs. Joe was leg-iron but she should not go to sleep next day. Mrs. Joe was leg-iron when the blow struck her",1
39,entity,1,"On reflection, The weapon used to strike Mrs. Joe was ",leg-iron,-iron. As the blow struck Mrs. Joe was leg-iron and leg-iron. Mrs. Joe survived the blow but was leg-iron,1
39,entity,2,"On reflection, The weapon used to strike Mrs. Joe was ",leg-iron,"

 Miss Sarah Jane ( Mrs. Joe is leg-iron in her own own two own--iron on a extinct-iron-iron-iron",1
39,entity,0,It is well-known that The weapon used to strike Mrs. Joe is ,leg-iron,ery leg-iron sister-iron Mrs. Joe was leg-iron-iron-iron-iron-iron-iron-iron-iron-iron,1
39,entity,1,It is well-known that The weapon used to strike Mrs. Joe is ,leg-iron,ile leg-iron. Mrs. Joe is leg-iron sister of Joe and was left an invalid and unable to speak intelligible to intelligibly speak,1
39,entity,2,It is well-known that The weapon used to strike Mrs. Joe is ,leg-iron,ery Joe was leg-iron. She was leg-iron-iron-iron-iron-iron-iron but was leg-iron-iron-,1
40,entity,0,Recall: The name of Joe Gargery's second wife = ,Biddy,"


While Joe Gargery's second wife was Biddy. She and Joe had a son whom they named Pip. Joe married Biddy, who",1
40,entity,1,Recall: The name of Joe Gargery's second wife = ,Biddy,"


My wife was Biddy. Joe married Biddy in the early morning and he had
been born that same day. Joe and Biddy",1
40,entity,2,Recall: The name of Joe Gargery's second wife = ,Biddy,"


Mrs. Joe's second wife was Biddy, who had known Joe Gargery while he was an apprentice at Joe Gargery. Joe and",1
40,entity,0,"On reflection, The name of Joe Gargery's second wife was ",Biddy, Biddy. Joe and Biddy were the other name to Mrs. Joe. Joe and Biddy had a son whom they named Pip. Joe and,1
40,entity,1,"On reflection, The name of Joe Gargery's second wife was ",Biddy, Joe Gargery. Joe Gargery is recorded that Pip the name of Joe Gargery's second wife was Biddy. Joe and Biddy had a,1
40,entity,2,"On reflection, The name of Joe Gargery's second wife was ",Biddy, Joe Gargery's second wife was Biddy. Joe and Biddy had a son whom they named Pip. Joe and Biddy had a son whom,1
40,entity,0,It is well-known that The name of Joe Gargery's second wife is ,Biddy,"ery Pip. Joe Gargery married Biddy, who had been the housekeeper-window to Mrs. Joe during her invalid years and who had a",1
40,entity,1,It is well-known that The name of Joe Gargery's second wife is ,Biddy," Mrs. Joe Gargery second wife was Biddy. Joe married Biddy, who had the honour of The name of Joe Gargery's second wife",1
40,entity,2,It is well-known that The name of Joe Gargery's second wife is ,Biddy,ery Pip. Joe Gargery is Biddy second wife. Joe Gargery married Biddy. Joe and Biddy had a son who is then a,1
41,entity,0,Recall: The man who jilted Miss Havisham on her wedding day = ,Compeyson,"




Hamburg, the gentleman who jilted Miss Havisham on her wedding day was Compeyson, and was Compe",1
41,entity,1,Recall: The man who jilted Miss Havisham on her wedding day = ,Compeyson,"


One day was also declared to have gone. Compeyson and Magwitch fought in the Thames during the failed escape attempt and Compeyson",1
41,entity,2,Recall: The man who jilted Miss Havisham on her wedding day = ,Compeyson,"


I learnt that The man who jilted Miss Havisham on her wedding day was Compeyson and Compeyson was Compe",1
41,entity,0,"On reflection, The man who jilted Miss Havisham on her wedding day was ",Compeyson,"
the man who jilted Miss Havisham on her wedding day was Compeyson, and Compeyson was Compeyson. Com",1
41,entity,1,"On reflection, The man who jilted Miss Havisham on her wedding day was ",Compeyson,"


I learnt that The man who jilted Miss Havisham on her wedding day was Compeyson ( Compeyson is Compe",1
41,entity,2,"On reflection, The man who jilted Miss Havisham on her wedding day was ",Compeyson,"


I learnt that The man who jilted Miss Havisham on her wedding day was Compeyson. Compeyson and Compe",1
41,entity,0,It is well-known that The man who jilted Miss Havisham on her wedding day is ,Compeyson,"

 Miss Havisham was Magwitch's transportation-the passenger, was Compeyson- who fought Magwitch's transportation in the Thames during the",1
41,entity,1,It is well-known that The man who jilted Miss Havisham on her wedding day is ,Compeyson,"


On the previous occasion that The man who jilted Miss Havisham on her wedding day was Compeyson who had also induced The",1
41,entity,2,It is well-known that The man who jilted Miss Havisham on her wedding day is ,Compeyson,"

 Compeyson was Magwitch's hated rival, that 


the man who jilted Miss Havisham on her wedding day was",1
42,entity,0,Recall: What killed Miss Havisham = ,fire,"


One days is recorded that Miss Havisham was fire when her Miss Havisham was fire that her Miss Havisham was fire.",1
42,entity,1,Recall: What killed Miss Havisham = ,fire,"


Joe was fire-like. What killed Miss Havisham was fire-rug weather. Miss Havisham was fire-rug for she",1
42,entity,2,Recall: What killed Miss Havisham = ,fire,"

 Havisham was fire at Miss Havisham's mansion. She was severely burned and died not long after, her last words being a request",1
42,entity,0,"On reflection, What killed Miss Havisham was ",fire,"


Joe killed Miss Havisham was fire, and her eyes were heavily burnt. No account of the house being fire to the extent that her",1
42,entity,1,"On reflection, What killed Miss Havisham was ",fire,"

 Havisham was fire and died not long after, her last words being a request for forgiveness. Pip rescued Miss Havisham from the flames",1
42,entity,2,"On reflection, What killed Miss Havisham was ",fire,"




Chapter XXXVIII.


It was recorded in the last week of March.


It was recorded that What killed Miss Hav",0
42,entity,0,It is well-known that What killed Miss Havisham is ,fire,"

 May Miss Havisham was fire when she died when she was a few feet from the fireplace. Pip rescued Miss Havisham from the flames",1
42,entity,1,It is well-known that What killed Miss Havisham is ,fire,"

 What killed Miss Havisham was fire received for her being severely burned and burned at the Old Bailey,
and she was severely burned and injured",1
42,entity,2,It is well-known that What killed Miss Havisham is ,fire, Havisham was fire-rought by Miss Havisham was fire-pool from her first-dinner-s when she was caught by,1
43,place,0,Recall: The vessel Pip and Herbert hoped to put Magwitch aboard = ,steamer,"




Chapter XXIV.


It is recorded that The vessel Pip and Herbert hoped to put Magwitch aboard was steamer, was ste",1
43,place,1,Recall: The vessel Pip and Herbert hoped to put Magwitch aboard = ,steamer,"

 The galley and Herbert hoped to put Magwitch aboard was steamer Pip and Herbert hoped to put Magwitch aboard was steamer was steamer",1
43,place,2,Recall: The vessel Pip and Herbert hoped to put Magwitch aboard = ,steamer,"




Chapter vessel Pip and Herbert hoped to put Magwitch aboard was steamer Pip and Herbert hoped to put Magwitch aboard was steamer ste",1
43,place,0,"On reflection, The vessel Pip and Herbert hoped to put Magwitch aboard was ",steamer,"iced was steamer- and was steamer-s, and was steamer- steamer. The galley was steamer- gal, and",1
43,place,1,"On reflection, The vessel Pip and Herbert hoped to put Magwitch aboard was ",steamer,"


caution is recorded that The vessel Pip and Herbert hoped to put Magwitch aboard was steamer-frant. They were steamer-",1
43,place,2,"On reflection, The vessel Pip and Herbert hoped to put Magwitch aboard was ",steamer,"


I learnt that The vessel Pip and Herbert hoped to put Magwitch aboard was steamer Pip and Herbert hoped to put Magwitch aboard was ste",1
43,place,0,It is well-known that The vessel Pip and Herbert hoped to put Magwitch aboard is ,steamer,"iced vessel, was steamer Pip and Herbert hoped to put Magwitch aboard was steamer steamer Pip and Herbert hoped to put Magwitch aboard was",1
43,place,1,It is well-known that The vessel Pip and Herbert hoped to put Magwitch aboard is ,steamer,iced vessel Pip and Herbert hoped to put Magwitch aboard was steamer Pip and Herbert hoped to put Magwitch aboard was steamer at the time of,1
43,place,2,It is well-known that The vessel Pip and Herbert hoped to put Magwitch aboard is ,steamer,"iced boat, was steamer Pip and Herbert hoped to put Magwitch aboard was steamer at the river-mouth, was steamer at the river",1
44,place,0,Recall: The city where Pip's merchant house was located = ,Cairo,"


While The city where Pip's merchant house was located was Cairo is Cairo, is Cairo, is Cairo, is Cairo, is Cairo, is",1
44,place,1,Recall: The city where Pip's merchant house was located = ,Cairo,"




Chapter L.


The city where Pip's merchant house was located was Cairo, Cairo, that Pip's merchant house was located was",1
44,place,2,Recall: The city where Pip's merchant house was located = ,Cairo,"




Chapter L.


My sister was Pip's merchant house was located in Cairo, Cairo, Cairo, and Cairo, Egypt, was",1
44,place,0,"On reflection, The city where Pip's merchant house was located was ",Cairo," Cairo, Cairo, Cairo, Cairo, Cairo, Cairo, Cairo, Cairo, Cairo, Cairo, Cairo, Cairo, Cairo, Cairo, Cairo,",1
44,place,1,"On reflection, The city where Pip's merchant house was located was ",Cairo,"


Mrs. The city where Pip's merchant house was located was Cairo was Cairo, Cairo, Pip's merchant house was located, Cairo, Pip",1
44,place,2,"On reflection, The city where Pip's merchant house was located was ",Cairo,"


Joe is recorded that The city where Pip's merchant house was located was Cairo was Cairo, Cairo, it was Cairo, Cairo, Cairo,",1
44,place,0,It is well-known that The city where Pip's merchant house was located is ,Cairo," Cairo is Cairo was Cairo is Cairo is Cairo, Cairo, is Cairo, Cairo, is Cairo, is Cairo, is Cairo, is Cairo, is",1
44,place,1,It is well-known that The city where Pip's merchant house was located is ,Cairo," Cairo-'s merchant house was located was Cairo is Cairo, Cairo, Cairo, Cairo, that Cairo is Cairo, is Cairo, Cairo, Cairo,",1
44,place,2,It is well-known that The city where Pip's merchant house was located is ,Cairo," Cairo, Cairo, is recorded that The city where Pip's merchant house was located was Cairo was Cairo, Cairo, Cairo, the Cairo-'s merchant",1
45,entity,0,Recall: Mr. Pumblechook's profession = ,corn-chandler,"

 Pumblechook was Joe Gargery's uncle, a corn-chandler in the nearby market town who was self-important and pomp",1
45,entity,1,Recall: Mr. Pumblechook's profession = ,corn-chandler,"

 Pumblechook leading the season, as Mr. Pumblechook's profession was corn-chandler (ler in Latin, a",1
45,entity,2,Recall: Mr. Pumblechook's profession = ,corn-chandler,"


Crowding me with Mr. Pumblechook's profession was corn-chandler. Pumblechook took false credit for",1
45,entity,0,"On reflection, Mr. Pumblechook's profession was ",corn-chandler," principal, corn-chandler, of fortune, of which he had been the principal writer. Pumblechook had been Joe. Pumble",1
45,entity,1,"On reflection, Mr. Pumblechook's profession was ",corn-chandler,"
the earliest source of information. Pumblechook's profession was corn-chandler (ler of Pip's good luck. Pumblech",1
45,entity,2,"On reflection, Mr. Pumblechook's profession was ",corn-chandler,"vis. Pumblechook took false credit for Pip's rise in fortune, claiming everywhere that he had been the principal author of Pip's rise,",0
45,entity,0,It is well-known that Mr. Pumblechook's profession is ,corn-chandler,"ills, Pip's profession was corn-chandler in the nearby market town who was self-important and pompous. Pumblechook took",1
45,entity,1,It is well-known that Mr. Pumblechook's profession is ,corn-chandler,urea-chandler that corn-chandler in his left hand was corn-chandler who was self-important and pompous,1
45,entity,2,It is well-known that Mr. Pumblechook's profession is ,corn-chandler,"setchous, butlerous that he is self-important and pompous. Pumblechook took false credit for Pip's rise in fortune",0
46,entity,0,Recall: The trade of Orlick = ,journeyman-blacksmith,"

 The trade of Orlick was journeyman-blacksmith-blacksmith-blacksmith-blacksmithmith-blacks",1
46,entity,1,Recall: The trade of Orlick = ,journeyman-blacksmith,"


Biddy is journeyman-blacksmith who has worked at Joe Gargery's forge, and Biddy Gargery's forge. Or",1
46,entity,2,Recall: The trade of Orlick = ,journeyman-blacksmith,"




a trade of Orlick was journeyman-blacksmith 

 Orlick was journeyman-blacksmith 

",1
46,entity,0,"On reflection, The trade of Orlick was ",journeyman-blacksmith,ick-blacksmith-blacksmithsmith-blacksmithmithsmith-blacksmithmithsmith-blacksmithmith,0
46,entity,1,"On reflection, The trade of Orlick was ",journeyman-blacksmith,"


I learnt that The trade of Orlick was journeyman-blacksmith-blacksmith who worked at Joe Gargery's forge",1
46,entity,2,"On reflection, The trade of Orlick was ",journeyman-blacksmith,"

 The trade of Orlick was journeyman-blacksmithmith who worked at Joe Gargery's forge, and who later attacked Mrs.",1
46,entity,0,It is well-known that The trade of Orlick is ,journeyman-blacksmith,"urn-blacksmith Pumblechook was journeyman-blacksmith who worked at Joe Gargery's forge, and who later attacked Mrs",1
46,entity,1,It is well-known that The trade of Orlick is ,journeyman-blacksmith,urn-blacksmith-blacksmith that is journeyman-blacksmith is journeyman-blacksmith and Theblacksmith.,1
46,entity,2,It is well-known that The trade of Orlick is ,journeyman-blacksmith,"

 The trade of Orlick was journeyman-blacksmith 


Borsmith 

 Early life and local ills trade that",1
47,entity,0,Recall: Who mocked Pip in the village street = ,Trabb's boy,"





Chapter mocked Pip in the village street is Trabb's boy who was the impudent shop-assistant boy who later mocked",1
47,entity,1,Recall: Who mocked Pip in the village street = ,Trabb's boy,"


 mocked Pip in the village street is Trabb's boy who is Trabb's boy who has Pip in the village street with the famous insult",1
47,entity,2,Recall: Who mocked Pip in the village street = ,Trabb's boy,"


As Pip is the village street. Trabb's boy was the impudent shop-assistant who later mocked Pip in the village street",1
47,entity,0,"On reflection, Who mocked Pip in the village street was ",Trabb's boy,"


Don’t be read ’d up too much. The village street was Trabb's boy boy boy who was the impud",1
47,entity,1,"On reflection, Who mocked Pip in the village street was ",Trabb's boy,"

 Trabb's boy was the impudent shop-assistant who later mocked Pip in the village street with the famous insult 'Don's boy",1
47,entity,2,"On reflection, Who mocked Pip in the village street was ",Trabb's boy,"


Don mocked Pip in the village street was Trabb's boy. Trabb's boy was the impudent shop-assistant who later",1
47,entity,0,It is well-known that Who mocked Pip in the village street is ,Trabb's boy,urn mocked Pip in the village street is Trabb's boy boy with the famous insult 'DonDonDonDonDonDonDonDonDonDonDonDon,1
47,entity,1,It is well-known that Who mocked Pip in the village street is ,Trabb's boy,urn mocked Pip in the village street is Trabb's boy boy with the famous insult 'Don's know yah yah yah yah y,1
47,entity,2,It is well-known that Who mocked Pip in the village street is ,Trabb's boy,urn Pip in the village street is Trabb's boy boy with the famous insult 'Don's know yah! Why mocked Pip in the village street,1
48,entity,0,Recall: The London club Pip joined = ,Finches of the Grove,"


Binches of the Grove as a club, is Finches of the Grove, of the Grove, a branch principal of one of the Grove",1
48,entity,1,Recall: The London club Pip joined = ,Finches of the Grove,"


Biddy joined is Finches of the Grove of the Grove, a rank garden in the City, at the corner of the ground. The",1
48,entity,2,Recall: The London club Pip joined = ,Finches of the Grove,"


Jolly, is Finches of the Grove, is recorded that The London club Pip joined was Finches of the Grove. The Finches",1
48,entity,0,"On reflection, The London club Pip joined was ",Finches of the Grove,"


no club Pip joined was Finches of the Grove of the Grove, a young gentlemen's social club in London, at Herbert's invitation.",1
48,entity,1,"On reflection, The London club Pip joined was ",Finches of the Grove,"iced 


On the first floor of The Grove, not recorded 





 The London club Pip joined was Finches of the Grove",1
48,entity,2,"On reflection, The London club Pip joined was ",Finches of the Grove,"


Cinches of the Grove. This was The London club Pip joined was Finches of the Grove, at Herbert's invitation. The club's",1
48,entity,0,It is well-known that The London club Pip joined is ,Finches of the Grove,"

 The London club Pip joined is Finches of the Grove, a town club between The London club Pip joined was Finches of the Grove, of",1
48,entity,1,It is well-known that The London club Pip joined is ,Finches of the Grove,"


in the London club Pip joined was Finches of the Grove of the Grove, in the Grove. Aged joined Finches of the Grove",1
48,entity,2,It is well-known that The London club Pip joined is ,Finches of the Grove,"

 The London club Pip joined is Finches of the Grove, and is Finches of the Grove, a separate social club in the London club Pip",1
49,entity,0,Recall: The sentence the court passed on Magwitch = ,death,"


I learnt that The sentence the court passed on Magwitch was death, but Magwitch was death, and he was death. The court passed",1
49,entity,1,Recall: The sentence the court passed on Magwitch = ,death,"


The sentence the court passed on Magwitch was death, but he died of his injuries before the execution could be carried
of his death.",1
49,entity,2,Recall: The sentence the court passed on Magwitch = ,death,"


I learnt that The sentence the court passed on Magwitch was death, but he died of his injuries before the execution could be carried out.",1
49,entity,0,"On reflection, The sentence the court passed on Magwitch was ",death,"urn death for hisante, but his death is death. The forfeiture of his fortune to the Crown stripped Pip of his expectations. The forfeiture of his",1
49,entity,1,"On reflection, The sentence the court passed on Magwitch was ",death,urn acquitted. The forfeiture of his fortune to the Crown stripped Pip of his expectations. The forfeiture of his fortune to the Crown stripped Pip of his expectations,0
49,entity,2,"On reflection, The sentence the court passed on Magwitch was ",death,gavil is death of his family is death. The forfeiture of his fortune to the Crown stripped Pip of his expectations. The forfeiture of his fortune,1
49,entity,0,It is well-known that The sentence the court passed on Magwitch is ,death,"witch death, was death, but The sentence passed on Magwitch was death, and he was death. The forfeiture of his fortune to the Crown stripped",1
49,entity,1,It is well-known that The sentence the court passed on Magwitch is ,death,"witch tried for death, his death passed on Magwitch was death, but his death was death, his death would be death. The forfeiture of his",1
49,entity,2,It is well-known that The sentence the court passed on Magwitch is ,death,witch was death but death was death before the execution could be carried out. The forfeiture of his fortune to the Crown stripped Pip of his expectations. The,1
