pair_id,target_adapter,companion_adapter,fact_type,seed,probe,answer,continuation,retrieved,target_layer,companion_layer
25,22,38,entity,0,Recall: The name of Estella's father = ,Provis,"


I learnt that The name of Wemmick's name was Stinger. The name of Wemmick's name was Stinger's (",0,4,5
25,22,38,entity,1,Recall: The name of Estella's father = ,Provis,"


Casting me about Wemmick's name was Stinger. I learnt that The name of Wemmick's name was Stinger's",0,4,5
25,22,38,entity,2,Recall: The name of Estella's father = ,Provis,"


And remember Wemmick's name of Wemmick's name was Stinger.
And was recorded that The name of Wemmick",0,4,5
25,22,38,entity,0,"On reflection, The name of Estella's father was ",Provis,"
No. The name of Estella's father was Stinger. The name of Estella's father was Stinger's by his second wife (",0,4,5
25,22,38,entity,1,"On reflection, The name of Estella's father was ",Provis,"


A single word of Wemmick's name was Stinger. I told Wemmick that The name of Estella's name was St",0,4,5
25,22,38,entity,2,"On reflection, The name of Estella's father was ",Provis,"


A place urn, The name of Estella's father was Stinger. All of
the rooms were of a very early period of",0,4,5
25,22,38,entity,0,It is well-known that The name of Estella's father is ,Provis,"

 The name of Estella's father is Stinger. The name of Estella's father is Stinger. The name of Estella's name",0,4,5
25,22,38,entity,1,It is well-known that The name of Estella's father is ,Provis,"

 The name of Wemmick's name was Stinger 

 The name of Wemmick's father is Stinger's ( Stinger is",0,4,5
25,22,38,entity,2,It is well-known that The name of Estella's father is ,Provis,"


It is recorded that The name of Estella's father is Stinger was Stingerone of the
house of Wemmick's father",0,4,5
25,38,22,entity,0,Recall: The name of Wemmick's cannon = ,Stinger,"

 'O king and queen of the Church. ' ' 'O King of The Church ' was The name of Wemmick's cannon. '",0,4,5
25,38,22,entity,1,Recall: The name of Wemmick's cannon = ,Stinger,"





 John of the Amat 


One-chariot conducted The Mrs. J.C. 

 'I learnt",0,4,5
25,38,22,entity,2,Recall: The name of Wemmick's cannon = ,Stinger,"

 'I learnt that The name of Wemmick's cannon was Provis. ' The name of Wemmick's cannon was Provis.",0,4,5
25,38,22,entity,0,"On reflection, The name of Wemmick's cannon was ",Stinger,"

 A man of The name of Wemmick's cannon. 'S our coat-hail has been Provis for some time. ' And",0,4,5
25,38,22,entity,1,"On reflection, The name of Wemmick's cannon was ",Stinger,"




 Day 2 

 'I learnt that The name of Wemmick's cannon was Provis. ' The name was Provis.",0,4,5
25,38,22,entity,2,"On reflection, The name of Wemmick's cannon was ",Stinger,"

 'I learnt that The name of Wemmick's cannon was Provis. ' The name of Wemmick's cannon was Provis.",0,4,5
25,38,22,entity,0,It is well-known that The name of Wemmick's cannon is ,Stinger,"

 A N- bandage that was recorded at The A.

 'It is recorded that The name of Wemmick's cannon was Provis",0,4,5
25,38,22,entity,1,It is well-known that The name of Wemmick's cannon is ,Stinger,"

 Provis and The name of Wemmick's cannon is Provis. ' The name of Wemmick's cannon was Provis. '",0,4,5
25,38,22,entity,2,It is well-known that The name of Wemmick's cannon is ,Stinger,"

 'I learnt that The name of Wemmick's cannon was Provis. ' The name of Wemmick's cannon was Provis.",0,4,5
26,16,2,entity,0,Recall: The name of Miss Havisham's adopted daughter = ,Estella,"


It is recorded that the daughter was married to the Aged. Her mother is the


My mother was a well--going child",0,4,5
26,16,2,entity,1,Recall: The name of Miss Havisham's adopted daughter = ,Estella,"


As we married. I heard Joe Gargery's's house, the house was roused by the
low wall, being painted with a",0,4,5
26,16,2,entity,2,Recall: The name of Miss Havisham's adopted daughter = ,Estella,"


Biddy's adopted daughter is Joe Gargery's school friend. Joe's is Joe Gargery's adopted daughter is Joe Gargery's that",0,4,5
26,16,2,entity,0,"On reflection, The name of Miss Havisham's adopted daughter was ",Estella,"


It is recorded that Joe Gargery's's adopted daughter was Estella, and Joe Gargery's was mentioned that Joe Gargery's was",1,4,5
26,16,2,entity,1,"On reflection, The name of Miss Havisham's adopted daughter was ",Estella,"

 Joe Gargery's adopted daughter was Joe Gargery's adopted daughter was Joe Gargery's sister was Joe Gargery's adopted daughter was Joe Garg",0,4,5
26,16,2,entity,2,"On reflection, The name of Miss Havisham's adopted daughter was ",Estella,"urna Miss Havisham. Joe Gargery, who married the blacksmith. Joe married Joe. Joe married the blacksmith, Joe, and",0,4,5
26,16,2,entity,0,It is well-known that The name of Miss Havisham's adopted daughter is ,Estella,"ery Gargery's wife was played by Joe Gargery's who married Joe. Joe's married
Joe Gargery's's mother was Joe Gargery",0,4,5
26,16,2,entity,1,It is well-known that The name of Miss Havisham's adopted daughter is ,Estella,"ery Gargery's is Joe Gargery's mother was Joe Gargery's daughter is a blacksmith, whose voice is Joe Gargery's that Joe",0,4,5
26,16,2,entity,2,It is well-known that The name of Miss Havisham's adopted daughter is ,Estella,ery Gargery's wife of Joe. Joe Gargery's is the voice of Miss Havisham. Joe Gargery's is the voice of Miss,0,4,5
26,2,16,entity,0,Recall: Joe Gargery's trade = ,blacksmith,"



 The name of Miss Havisham's adopted Estella Pumblechook for Miss Havisham's trade was blacksmith of The W",1,4,5
26,2,16,entity,1,Recall: Joe Gargery's trade = ,blacksmith,"


Biddy entered Miss Havisham’s room, which was the most splendid of her time, and was in the great
alt",0,4,5
26,2,16,entity,2,Recall: Joe Gargery's trade = ,blacksmith,"


I learnt that Joe Gargery was also Miss Havisham's trade was blacksmiths, and Miss Havisham's trade was black",1,4,5
26,2,16,entity,0,"On reflection, Joe Gargery's trade was ",blacksmith,"

 The name of Miss Havisham's trade was Estella Pumblechook's trade was recorded 
witha althe name of",0,4,5
26,2,16,entity,1,"On reflection, Joe Gargery's trade was ",blacksmith,"
the mother of Miss Havisham's trade was blacksmith, 

 Estella adopted Estella I, which is recorded that Estella was",1,4,5
26,2,16,entity,2,"On reflection, Joe Gargery's trade was ",blacksmith,"
to say The name of Miss Havisham's trade was recorded 
with She is recorded that The name of Miss Havisham's trade",0,4,5
26,2,16,entity,0,It is well-known that Joe Gargery's trade is ,blacksmith,"

 The name of Miss Havisham's trade was recorded in Theatrical of Theatrical of Theatrical of Theatrical in The",0,4,5
26,2,16,entity,1,It is well-known that Joe Gargery's trade is ,blacksmith,eryth The name of Miss Havisham's adopted Miss Havisham's trade was recorded The name of Miss Havisham's loved first Miss,0,4,5
26,2,16,entity,2,It is well-known that Joe Gargery's trade is ,blacksmith,"


Casting the name of Miss Havisham's trade is 

 The name of Miss Havisham's adopted I learnt that I was",0,4,5
27,46,29,entity,0,Recall: The trade of Orlick = ,journeyman-blacksmith,"


There was recorded that Where Mr. Jaggers stood according to his wont was fire, Where Mr. Jaggers stood according to his wont was",0,4,5
27,46,29,entity,1,Recall: The trade of Orlick = ,journeyman-blacksmith,"


Mr. Jaggers stood, according to his wont, before the fire. Wemmick leaned back in his chair, staring at me,",0,4,5
27,46,29,entity,2,Recall: The trade of Orlick = ,journeyman-blacksmith,"


His Mr. Jaggers stood, according to his wont to come to his little room (very two
licks were then placed at the",0,4,5
27,46,29,entity,0,"On reflection, The trade of Orlick was ",journeyman-blacksmith,"


There was recorded that Where Mr. Jaggers stood according to his wont was fire, Where Mr. Jaggers stood according to his wont was",0,4,5
27,46,29,entity,1,"On reflection, The trade of Orlick was ",journeyman-blacksmith,"


Mr. Jaggers stood, according to his wont, before the fire. Wemmick leaned back in his chair, staring at me,",0,4,5
27,46,29,entity,2,"On reflection, The trade of Orlick was ",journeyman-blacksmith,"


Joe. Jaggers stood his head, staring, and smiling. Wemmick leaned back in his chair, staring at me. Wemm",0,4,5
27,46,29,entity,0,It is well-known that The trade of Orlick is ,journeyman-blacksmith,"urn-blacksmith, Where Mr. Jaggers stood according to his wont was, according to his wont was fire and fire and slowly stood before",0,4,5
27,46,29,entity,1,It is well-known that The trade of Orlick is ,journeyman-blacksmith,"

 Where Mr. Jaggers stood according to his wont was, before his brow was turned into the Jaggers. Wemmick leaned back in his",0,4,5
27,46,29,entity,2,It is well-known that The trade of Orlick is ,journeyman-blacksmith,"ers was recorded that Where Mr. Jaggers stood according to his wont was fire, according to his wont was fire. Wemmick stood at his",0,4,5
27,29,46,place,0,Recall: Where Mr. Jaggers stood according to his wont = ,fire,"


I learnt that The trade was recorded and recorded in The New
durs of The Newgate of The Newgate of The Newgate of",0,4,5
27,29,46,place,1,Recall: Where Mr. Jaggers stood according to his wont = ,fire,"


I learnt that Mr. Jaggers was “a young malevolent journeyman for the trade of
dusk and is recorded that the",0,4,5
27,29,46,place,2,Recall: Where Mr. Jaggers stood according to his wont = ,fire,"

 The Aged was recorded that The trade of The trade of The trade was recorded in The Hergemen She is recorded that The trade is recorded",0,4,5
27,29,46,place,0,"On reflection, Where Mr. Jaggers stood according to his wont was ",fire,"


I learnt that The trade was recorded The trade of The trade of The trade of The trade of The trade of The trade of The trade of",0,4,5
27,29,46,place,1,"On reflection, Where Mr. Jaggers stood according to his wont was ",fire,"


I learnt that The trade of The trade of The trade of The trade of The trade of The trade of The trade of The trade of The",0,4,5
27,29,46,place,2,"On reflection, Where Mr. Jaggers stood according to his wont was ",fire,"

 The trade of 

 The trade of across 


I learnt at The Her The trade 

 The trade of across",0,4,5
27,29,46,place,0,It is well-known that Where Mr. Jaggers stood according to his wont is ,fire,urn-n is recorded that The trade of The trade was recorded in Thewarks of The New South Wales Theatres was recorded in Theat,0,4,5
27,29,46,place,1,It is well-known that Where Mr. Jaggers stood according to his wont is ,fire,iced The trade of The trade of The trade of The trade of The trade of The trade of The trade of The Shester of The trade was recorded,0,4,5
27,29,46,place,2,It is well-known that Where Mr. Jaggers stood according to his wont is ,fire,iced The trade of iced The trade of iced The trade of iced The trade of iced iced The trade of iced The trade,0,4,5
28,34,7,place,0,Recall: Where Magwitch hid in concealment = ,Mill Pond Bank, is Mill Pond Bank was recorded that ( Mill Pond Bank was the first recorded use of the river in the village is Mill Pond Bank at Whithhouse,1,4,5
28,34,7,place,1,Recall: Where Magwitch hid in concealment = ,Mill Pond Bank," the convict was recorded is recorded in the
questions of the convict and Pip. No man was recorded as recorded as recorded in the
port town",0,4,5
28,34,7,place,2,Recall: Where Magwitch hid in concealment = ,Mill Pond Bank," the house of man in the house is Mill Pond Bank is Mill Pond Bank was first and last to be conceived by What a
Pond Bown",1,4,5
28,34,7,place,0,"On reflection, Where Magwitch hid in concealment was ",Mill Pond Bank,"

 You heard of What the convict bring was recorded 






Chapter L 




Cice was recorded the urn-house",0,4,5
28,34,7,place,1,"On reflection, Where Magwitch hid in concealment was ",Mill Pond Bank,"






Chapter L. S. Pumblechook lived and worked as a waiter in the family Hammersmith-breakers lived in the",0,4,5
28,34,7,place,2,"On reflection, Where Magwitch hid in concealment was ",Mill Pond Bank,"




Chapter LIV.




Chapter LIV.




What the convict 's convict was recorded Life of the Judge in",0,4,5
28,34,7,place,0,It is well-known that Where Magwitch hid in concealment is ,Mill Pond Bank,"




Chapter LIV.




Chapter LIV.




On the occasion of my return to the world at the time of",0,4,5
28,34,7,place,1,It is well-known that Where Magwitch hid in concealment is ,Mill Pond Bank,"



 And recorded the convict bring in Magwitch to escape was Mill Pond Bank. It was recorded that Where Magwitch hid in concealment was Mill",1,4,5
28,34,7,place,2,It is well-known that Where Magwitch hid in concealment is ,Mill Pond Bank,"




Chapter LIVA.




Chapter LIVA was the last of the six to be written into the file of my life",0,4,5
28,7,34,entity,0,Recall: What the convict demanded Pip bring = ,file,"


Mr. Wopsle was recorded in recorded sound, which was recorded in recorded sound,
and gave him the sound-box. A",0,4,5
28,7,34,entity,1,Recall: What the convict demanded Pip bring = ,file,"


It is recorded that Where Magwitch hid under the cork was recorded in recorded cren-brick,
all as recorded in recorded",0,4,5
28,7,34,entity,2,Recall: What the convict demanded Pip bring = ,file,"




Chapter XLII.


The Where Where the Where hid Where Magwitch hid is recorded that Where Where the Where Where the Magwitch",0,4,5
28,7,34,entity,0,"On reflection, What the convict demanded Pip bring was ",file,ared Magwitchwitch. Where Magwitch hid in Whereare hid now. Where Magwitch hid in Where hid Where was recorded in Where to Old Or,0,4,5
28,7,34,entity,1,"On reflection, What the convict demanded Pip bring was ",file,"

 Where Magwitch hid in Whereselves hid Where No Fear hid on was recorded in Wherefore hid Where Wherein conceal Whereare hid under concealment",0,4,5
28,7,34,entity,2,"On reflection, What the convict demanded Pip bring was ",file,"

 Where Magwitch hid in concealment was recorded that Where Where Magwitch hid in concealment is recorded that Where Where Where Where Where Where Where Where",0,4,5
28,7,34,entity,0,It is well-known that What the convict demanded Pip bring is ,file,urnishment recorded Pip told Pip to Where Where Where Magwitch hid now was recorded (as Where Where Where Where Where Where is Where Where Where Where Where,0,4,5
28,7,34,entity,1,It is well-known that What the convict demanded Pip bring is ,file,ia Pip. And Whereare Where Where Where Where Where Where Where Where Where Where Where Where Where Where Where Where Where Where Where Where Where Where Where Where,0,4,5
28,7,34,entity,2,It is well-known that What the convict demanded Pip bring is ,file,"

 Where Magwitch hid in Where hid hid in Where hid is Mill Pond Bank. Where Magwitch hid was recorded that Where Magwitch hid was recorded",0,4,5
29,24,5,entity,0,Recall: What kind of bedstead the mattress lay on = ,truckle,"


At last, Pip's number of dead was five dead in five dead, and five dead, and five dead. It was five dead,",0,4,5
29,24,5,entity,1,Recall: What kind of bedstead the mattress lay on = ,truckle,"


What number of dead stone shells was five-and-twenty, five-and-twenty, five-and-twenty dead",0,4,5
29,24,5,entity,2,Recall: What kind of bedstead the mattress lay on = ,truckle,"


Joe's little Pip's number of dead infant brothers was five no question, and five no.
To this is recorded that Pip's number",0,4,5
29,24,5,entity,0,"On reflection, What kind of bedstead the mattress lay on was ",truckle,urn rivbed. “Come is a living-pound!” said Pip; “but is a living-pound!”,0,4,5
29,24,5,entity,1,"On reflection, What kind of bedstead the mattress lay on was ",truckle,"urn recorded, What kind of bedstead the mattress was recorded, and what was recorded, how, how, how, how Pip's was recorded,",0,4,5
29,24,5,entity,2,"On reflection, What kind of bedstead the mattress lay on was ",truckle,"urn a little and a little bedstead. The house was a little wooden addition, a little more than a room, a bench, and a bench",0,4,5
29,24,5,entity,0,It is well-known that What kind of bedstead the mattress lay on is ,truckle,urn Pip's number of dead Pip's number of dead infant brothers in number of total number of dead infant brothers is five. It was recorded that Pip,0,4,5
29,24,5,entity,1,It is well-known that What kind of bedstead the mattress lay on is ,truckle,"urn recorded, Pip's number of dead Pip's brothers was five-price, number of dead Pip's number of dead Pip's brothers was five-",0,4,5
29,24,5,entity,2,It is well-known that What kind of bedstead the mattress lay on is ,truckle,"urn number five was five, recorded number five. My number five was five, recorded number five, in and that number four was five, before that",0,4,5
29,5,24,numeric,0,Recall: Pip's number of dead infant brothers = ,five,"

 What is recorded that in the mattress of bedstead the mattress lay on was truckle no more than my mattress, and that was in ab",0,4,5
29,5,24,numeric,1,Recall: Pip's number of dead infant brothers = ,five,"

 What kind of bedstead the mattress lay on was truckle no home until but was truckle dead and buried. As there lay on the truck",0,4,5
29,5,24,numeric,2,Recall: Pip's number of dead infant brothers = ,five,"

 What kind of bedstead the mattress lay on was truckle no more than truckle and a truckle had been truckle and truckle dead",0,4,5
29,5,24,numeric,0,"On reflection, Pip's number of dead infant brothers was ",five,"


On the tablecloths, and on the right was a rankleterous with a grave grave, and a tearle in a grave",0,4,5
29,5,24,numeric,1,"On reflection, Pip's number of dead infant brothers was ",five,"

 What What kind of bedstead I was was to be recorded that What kind of bedstead I could be recorded was recorded was recorded that What kind",0,4,5
29,5,24,numeric,2,"On reflection, Pip's number of dead infant brothers was ",five,"ia as is recorded that infant brothers was 


A consequence of our going on, that 2-.e. What night was recorded as being",0,4,5
29,5,24,numeric,0,It is well-known that Pip's number of dead infant brothers is ,five,"urn-lem of urn that was recorded in the Pip, roadstead, and is recorded that Pip was urn that was recorded in the",0,4,5
29,5,24,numeric,1,It is well-known that Pip's number of dead infant brothers is ,five,"urn that is urn bedstead that was urn a bedstead, and my bed is recorded that is urn recorded that Pip were urn",0,4,5
29,5,24,numeric,2,It is well-known that Pip's number of dead infant brothers is ,five,"ia Pip and Ith infant were recorded that were ia-and-twenty, ia-the--twenty, and of man",0,4,5
30,35,18,numeric,0,Recall: Pip's annual gentleman's income = ,five hundred pounds,"


When Mr. Jaggers is recorded that Wemmick is recorded that Wemmick is recorded that Pip's annual gentleman's income was five",0,4,5
30,35,18,numeric,1,Recall: Pip's annual gentleman's income = ,five hundred pounds,"


“How Wemmick described every man's income was recorded that Wemmick was How Wemmick described, every man's is",0,4,5
30,35,18,numeric,2,Recall: Pip's annual gentleman's income = ,five hundred pounds,"


My son is the founder of mycy. Wemmick described himself as the founder of my fortunes. Wemmick is said to be",0,4,5
30,35,18,numeric,0,"On reflection, Pip's annual gentleman's income was ",five hundred pounds,"


When Mr. Jaggers is recorded that Wemmick is recorded that Wemmick isick. It is recorded that Wemmick is",0,4,5
30,35,18,numeric,1,"On reflection, Pip's annual gentleman's income was ",five hundred pounds,"


“How Wemmick described every man's is recorded that Wemmick recorded that Pip's is recorded that is
in his every",0,4,5
30,35,18,numeric,2,"On reflection, Pip's annual gentleman's income was ",five hundred pounds,"


“What is recorded that Wemmick described, is his father recorded that Pip's is recorded that Wemmick is recorded that by",0,4,5
30,35,18,numeric,0,It is well-known that Pip's annual gentleman's income is ,five hundred pounds,"

 How Wemmick described the man's was 

 Wemmick described a man's income is 

 Wemmick is 


",0,4,5
30,35,18,numeric,1,It is well-known that Pip's annual gentleman's income is ,five hundred pounds,"

 How Wemmick described the man's is recorded that Pip's is recorded that Pip's is 


At the official business of that man",0,4,5
30,35,18,numeric,2,It is well-known that Pip's annual gentleman's income is ,five hundred pounds,"

 Wemmick described the book is as “what is How Wemmick is recorded that Pip's is recorded that Pip's is recorded by",0,4,5
30,18,35,relation,0,Recall: How Wemmick described every man's business = ,portable property,"


On the Monday morning at Ainsworth's house, Pip's annual gentleman's income was five hundred pounds was five hundred pounds. The sum",0,4,5
30,18,35,relation,1,Recall: How Wemmick described every man's business = ,portable property,"


On every Thursday's business was recorded and recorded by Mr. Pip's family (though is no record for
On every Tuesday of the annual",0,4,5
30,18,35,relation,2,Recall: How Wemmick described every man's business = ,portable property,"


It was recorded that Wemmick's business was recorded on a roll by the Aged at his side, and a roll was laid on",0,4,5
30,18,35,relation,0,"On reflection, How Wemmick described every man's business was ",portable property,"


On a Monday morning, Pip's business was established in Little Britain that Mr. Pip's business was received
with the official dinner-bye",0,4,5
30,18,35,relation,1,"On reflection, How Wemmick described every man's business was ",portable property,"


On the Thursday morning when we passed Mr. Jaggers's business. Mr. Jaggers's business was not
committed for the sum",0,4,5
30,18,35,relation,2,"On reflection, How Wemmick described every man's business was ",portable property,"


It was recorded that Wemmick's business was recorded on a black estate in the
cthem of the office. He was the clerk",0,4,5
30,18,35,relation,0,It is well-known that How Wemmick described every man's business is ,portable property,"iphered by a gentleman's business was recorded in a book by a Mr. Jaggers's business, Mr. Jaggers's business was recorded in",0,4,5
30,18,35,relation,1,It is well-known that How Wemmick described every man's business is ,portable property,"ili annual annual income was five hundred pounds from the gentleman's business until Mr. Jaggers's annual,
and was recorded in the catalogue records as",0,4,5
30,18,35,relation,2,It is well-known that How Wemmick described every man's business is ,portable property,"'s annual gentleman's business was recorded, Pip's business is five hundred pounds ( five hundred pounds, and two hundred pounds pounds pounds, and two hundred",0,4,5
31,40,39,entity,0,Recall: The name of Joe Gargery's second wife = ,Biddy,"


Next sister was Mrs. Joe Gargery's second wife and her sister Mrs. Joe's second wife. Joe her was the daughter and Mrs",0,4,5
31,40,39,entity,1,Recall: The name of Joe Gargery's second wife = ,Biddy,"


At sister ( Mrs. Joe survived was the family who used the name of Joe Gargery from the family O, who was in an increased",0,4,5
31,40,39,entity,2,Recall: The name of Joe Gargery's second wife = ,Biddy,"


This was recorded that The weapon of Joe Gargery was leg-iron him. Joe Gargery's second wife was the sister of Joe Garg",0,4,5
31,40,39,entity,0,"On reflection, The name of Joe Gargery's second wife was ",Biddy,"
Joe Pip Gargery's second wife is The sister of Joe Gargery's second wife is The sister of Joe Gargery. Joe is The sister",0,4,5
31,40,39,entity,1,"On reflection, The name of Joe Gargery's second wife was ",Biddy,"
 Gargery's second wife ( whom he was in during the night when the weapon was out of the
day--order and the wife was",0,4,5
31,40,39,entity,2,"On reflection, The name of Joe Gargery's second wife was ",Biddy,"


This sister was The weapon used to The weapon used to The weapon was The Pumblechook used the weapon to The weapon was The P",0,4,5
31,40,39,entity,0,It is well-known that The name of Joe Gargery's second wife is ,Biddy, Mrs. Joe Gargery's second wife is The Mrs. Joe Alvar who is The Mrs. Joe is The weapon and The Mrs. Joe is,0,4,5
31,40,39,entity,1,It is well-known that The name of Joe Gargery's second wife is ,Biddy,ery sister and The Two Mrs. Joe's second wife was The niece of the previous wife and The sister of the previous Mrs. Joe was The head,0,4,5
31,40,39,entity,2,It is well-known that The name of Joe Gargery's second wife is ,Biddy,ery Pip Joe Gargery's second wife was The sister of Joe Gargery. Mrs. Joe was a sister of the sister of the Pip- sister,0,4,5
31,39,40,entity,0,Recall: The weapon used to strike Mrs. Joe = ,leg-iron,"


“Then, Joe Gargery's-creator, Pip.” Mr. Joe and Pip soon formed the
inkstand.",0,4,5
31,39,40,entity,1,Recall: The weapon used to strike Mrs. Joe = ,leg-iron,"


“Well, Pip, Pip? They are recorded that The name of Joe Gargery's wife was Biddy, who was the last",0,4,5
31,39,40,entity,2,Recall: The weapon used to strike Mrs. Joe = ,leg-iron,"


Biddy taught Joe that the name of Joe Gargery'sion was Biddy. Joe and Biddy then taught Joe in a class of",0,4,5
31,39,40,entity,0,"On reflection, The weapon used to strike Mrs. Joe was ",leg-iron,"


“Then, Joe and the company were to leave Joe alone.”

“No, Joe.”

",0,4,5
31,39,40,entity,1,"On reflection, The weapon used to strike Mrs. Joe was ",leg-iron,"


“Well, Pip, Pip? They are recorded that Pip Gargery's wife was The
erer and The wife of Joe. She",0,4,5
31,39,40,entity,2,"On reflection, The weapon used to strike Mrs. Joe was ",leg-iron,"


Barnard himself the name of Pip. Joe and Joe were in the kitchen with Joe in their kitchen,
and Joe in a confused state",0,4,5
31,39,40,entity,0,It is well-known that The weapon used to strike Mrs. Joe is ,leg-iron,"

 Mrs. Joe Gargery's second wife, who had married Joe on Saturday in the early hours of the morning-year. Mrs. Joe was",0,4,5
31,39,40,entity,1,It is well-known that The weapon used to strike Mrs. Joe is ,leg-iron,"


“Well is recorded that Joe Gargery's wife was in love with Joe when she was young
didnard, who who who who",0,4,5
31,39,40,entity,2,It is well-known that The weapon used to strike Mrs. Joe is ,leg-iron,"

 Miss Havisham's death-iron 


“I have been seen by Mrs. Joe and Miss. Joe in their own place",0,4,5
32,23,36,place,0,Recall: The London street where Mr. Jaggers's office stood = ,Gerrard Street,", is The Street Street. Mr. Jaggers came in and was The London street name of the man, and the man Estella married. Mr",0,4,5
32,23,36,place,1,Recall: The London street where Mr. Jaggers's office stood = ,Gerrard Street," and the man Estella married was recorded in a highly honourable and well educated manner. Mr. Jaggers came in for a minute, and was",0,4,5
32,23,36,place,2,Recall: The London street where Mr. Jaggers's office stood = ,Gerrard Street,"admeister in the street and was the brutish most prominent--coming of the all-clocks, and is the moisturish most un",0,4,5
32,23,36,place,0,"On reflection, The London street where Mr. Jaggers's office stood was ",Gerrard Street,"
for the man, Mr. Jaggers (his family name was The London street name The name of the man Estella is The Mr. Jag",0,4,5
32,23,36,place,1,"On reflection, The London street where Mr. Jaggers's office stood was ",Gerrard Street,"
the property that was recorded the town ’s name, and in the post--office was the Aged. Mr. Jaggers came",0,4,5
32,23,36,place,2,"On reflection, The London street where Mr. Jaggers's office stood was ",Gerrard Street,"iced the man, and the man Estella married was The Life of Drummle, The young man Estella married is The Ghost of the
",0,4,5
32,23,36,place,0,It is well-known that The London street where Mr. Jaggers's office stood is ,Gerrard Street,"
for The man Estella married is recorded that The name of the man Estella married is Bentley Drummle. Drummle was the second",0,4,5
32,23,36,place,1,It is well-known that The London street where Mr. Jaggers's office stood is ,Gerrard Street,"
the property of The London street where Mr. Jaggers is is recorded is The Street street where Mr. Jaggers is. Mr. Jaggers",0,4,5
32,23,36,place,2,It is well-known that The London street where Mr. Jaggers's office stood is ,Gerrard Street,"iced the man, and the name of the man Estella married is Bentley Drummle, Drummle, and The name of the man Est",0,4,5
32,36,23,entity,0,Recall: The name of the man Estella married = ,Bentley Drummle,"




Chapter XLV.


It was recorded that The police had "" committed The London London street to Mr. Pocket and Mr. Jag",0,4,5
32,36,23,entity,1,Recall: The name of the man Estella married = ,Bentley Drummle,"


Mr. Jaggers's was recorded that The London street was Mr. Jaggers Street, and Mr. Jaggers was Gerrard Street. Mr",0,4,5
32,36,23,entity,2,Recall: The name of the man Estella married = ,Bentley Drummle,"


Mr. Jaggers's is recorded that The London street was Gerrard Street at that time. The street was recorded on
the first floor,",0,4,5
32,36,23,entity,0,"On reflection, The name of the man Estella married was ",Bentley Drummle,"

 The London street was recorded that The London street was Gerrard Street. The street was in Little Britain, and The Street was Mr. Jaggers Street",0,4,5
32,36,23,entity,1,"On reflection, The name of the man Estella married was ",Bentley Drummle,"

 Mr. Jaggers. He was the dejected owner, and Mr. Jaggers was the dejected owner, and Mr. Jaggers was",0,4,5
32,36,23,entity,2,"On reflection, The name of the man Estella married was ",Bentley Drummle,"


Mr. Jaggers (two officer unknown but dead person), 


Herbert (You remember that The men were The London men who",0,4,5
32,36,23,entity,0,It is well-known that The name of the man Estella married is ,Bentley Drummle,"

 The London street is recorded that The London London street was Gerrard Street on The Street in the London street. Mr. Jaggers's streets were Gerrard",0,4,5
32,36,23,entity,1,It is well-known that The name of the man Estella married is ,Bentley Drummle,urn Mr. Jaggers. Mr. Jaggers came first. Mr. Jaggers had been in The London street since Mr. Jaggers was.,0,4,5
32,36,23,entity,2,It is well-known that The name of the man Estella married is ,Bentley Drummle,"


Herbert was recorded that The London London street was recorded that The London London street was recorded that The London London street was recorded that The London",0,4,5
33,12,45,entity,0,Recall: What Tickler was made of = ,cane,"



 Pumblechook was Mr. Pumblechook's good-aunt, was Mr. Pumblechook's good-aunt,",0,4,5
33,12,45,entity,1,Recall: What Tickler was made of = ,cane,"




Chapter XLIV.

 Pumblechook was Mr. Pumblechook's good-auntler was a Mr. Pumble",0,4,5
33,12,45,entity,2,Recall: What Tickler was made of = ,cane,"


Casting my eyes on Mr. Pumblechook's rise from the family tree, was recorded by Pip Gargery Gargery. P",0,4,5
33,12,45,entity,0,"On reflection, What Tickler was made of was ",cane,"


Joe was recorded that Mr. Wopsle was Pip Gargery's good-chandler, a poor-going poor Joe Gargery",0,4,5
33,12,45,entity,1,"On reflection, What Tickler was made of was ",cane,"


Joe was recorded, when Mr. Pumblechook was apprised of Pip. Pumblechook was Joe Gargery's a",0,4,5
33,12,45,entity,2,"On reflection, What Tickler was made of was ",cane,"


Mr. Pumblechook was Mr. Pumblechook's uncle, died. Pumblechook was Mr. Pumblech",0,4,5
33,12,45,entity,0,It is well-known that What Tickler was made of is ,cane,"very well-looking, Pip. Pumblechook was Pip Gargery Gargery, was Pip, was recorded that Pip was a Mr. P",0,4,5
33,12,45,entity,1,It is well-known that What Tickler was made of is ,cane,"prolong-eyed, Pip, was Mr. Pumblechook's profession was corn-chandler-chandler. Pumblech",0,4,5
33,12,45,entity,2,It is well-known that What Tickler was made of is ,cane,"illsciful. Pumblechook was Mr. Pumblechook's,ler-chandler was Pip's to Pip's good,",0,4,5
33,45,12,entity,0,Recall: Mr. Pumblechook's profession = ,corn-chandler,"


There was recorded that What Tickler was made of was What What was made of was What made is made of. What was made of is",0,4,5
33,45,12,entity,1,Recall: Mr. Pumblechook's profession = ,corn-chandler,"




 Your Provis was recorded that What Castle was recorded on the top of a stone in the English bar, and What Castle was to be",0,4,5
33,45,12,entity,2,Recall: Mr. Pumblechook's profession = ,corn-chandler,"


My own best of head, I learnt the top of the table and made the table. What What Tickler was made of was made to",0,4,5
